episode,reward,penalty,net_reward,steps,success,response_time_s,rescued,route_efficiency,hard_violations,wasted_actions,blocked_attempts,failed_actions,mean_risk,disaster,policy_loss,value_loss,entropy,entropy_coef,total_loss
510,66.6,0.0,66.6,11,True,22.0,23,1.0,0,0,0,0,0.3247,earthquake,,,,,
511,83.41,0.0,83.41,41,True,82.0,58,2.917,0,0,0,0,0.057,road_blockage,,,,,
512,71.73,0.0,71.73,9,True,18.0,32,0.9,0,0,0,0,0.0993,heavy_rain,-0.002813605760456994,1.0743390560150146,1.3073344707489014,0.02,0.508209228515625
513,63.71,0.0,63.71,18,True,36.0,44,1.214,0,0,0,0,0.4385,earthquake,,,,,
514,-2.96,0.0,-2.96,13,True,26.0,22,0.929,4,0,0,0,0.4685,cyclone,,,,,
515,-693.31,0.0,-693.31,100,False,,0,,34,7,0,7,0.5484,earthquake,,,,,
516,-135.44,0.0,-135.44,100,False,,0,,0,3,0,3,0.2339,cyclone,,,,,
517,-47.09,0.0,-47.09,97,True,194.0,46,7.0,0,3,0,3,0.4842,earthquake,,,,,
518,61.1,0.0,61.1,25,True,50.0,40,1.6,0,0,0,0,0.1467,earthquake,,,,,
519,86.61,0.0,86.61,41,True,82.0,60,3.444,0,1,0,1,0.0053,traffic_jam,,,,,
520,-170.48,0.0,-170.48,100,False,,0,,0,6,0,6,0.5146,tsunami,-0.00040676485223229976,0.9100597232580185,1.308651375770569,0.02,0.42845006436109545
521,51.11,0.0,51.11,29,True,58.0,33,2.273,1,0,0,0,0.1664,earthquake,,,,,
522,37.82,0.0,37.82,18,True,36.0,62,1.385,3,0,0,0,0.2285,landslide,,,,,
523,93.85,0.0,93.85,14,True,28.0,78,1.0,0,0,0,0,0.3869,flood,,,,,
524,73.09,0.0,73.09,38,True,76.0,43,2.615,0,0,0,0,0.1146,wildfire,,,,,
525,-66.24,0.0,-66.24,100,False,,0,,0,3,0,3,0.0135,landslide,,,,,
526,-167.82,0.0,-167.82,100,False,,0,,0,5,0,5,0.4808,cyclone,,,,,
527,100.6,0.0,100.6,27,True,54.0,60,1.643,0,0,0,0,0.0,road_blockage,,,,,
528,57.05,0.0,57.05,14,True,28.0,44,1.556,0,0,0,0,0.5572,heavy_rain,-0.005210653979641696,0.8198589007059733,1.2259653250376383,0.02,0.38019949197769165
529,-54.91,0.0,-54.91,100,False,,0,,0,2,0,2,0.0555,landslide,,,,,
530,67.69,0.0,67.69,28,True,56.0,59,2.0,0,0,0,0,0.2612,wildfire,,,,,
531,67.25,0.0,67.25,24,True,48.0,40,1.917,0,0,0,0,0.2579,flood,,,,,
532,63.85,0.0,63.85,25,True,50.0,45,1.533,0,0,0,0,0.1515,flood,,,,,
533,78.38,0.0,78.38,50,True,100.0,71,5.625,0,0,0,0,0.007,road_blockage,,,,,
534,76.29,0.0,76.29,32,True,64.0,53,2.077,0,0,0,0,0.0,traffic_jam,,,,,
535,-1113.07,0.0,-1113.07,100,False,,0,,59,0,0,0,0.8368,combined,,,,,
536,89.4,0.0,89.4,7,True,14.0,60,0.875,0,0,0,0,0.0,traffic_jam,-0.010357499122619629,0.6727765242258708,1.211942402521769,0.02,0.3017919143040975
537,-576.62,0.0,-576.62,100,False,,0,,23,2,0,2,0.6984,cyclone,,,,,
538,-80.2,0.0,-80.2,100,False,,0,,0,0,0,0,0.0174,traffic_jam,,,,,
539,71.51,0.0,71.51,21,True,42.0,64,1.538,0,0,0,0,0.0789,tsunami,,,,,
540,-169.47,0.0,-169.47,100,False,,0,,1,0,0,0,0.4505,combined,,,,,
541,52.05,0.0,52.05,20,True,40.0,36,1.727,0,0,0,0,0.6444,earthquake,,,,,
542,59.2,0.0,59.2,21,True,42.0,21,1.429,0,0,0,0,0.0931,cyclone,,,,,
543,41.66,0.0,41.66,22,True,44.0,40,1.571,0,0,0,0,0.5878,cyclone,,,,,
544,79.5,0.0,79.5,14,True,28.0,46,1.182,0,0,0,0,0.0131,traffic_jam,0.00015339955571107565,0.5712780773639679,1.2048539340496063,0.02,0.26169535964727403
545,88.53,0.0,88.53,16,True,32.0,74,1.143,0,0,0,0,0.1673,wildfire,,,,,
546,24.09,0.0,24.09,22,True,44.0,24,2.1,0,0,0,0,0.7835,flood,,,,,
547,71.03,0.0,71.03,11,True,22.0,34,1.1,0,0,0,0,0.0,road_blockage,,,,,
548,55.63,0.0,55.63,16,True,32.0,43,1.231,0,0,0,0,0.6332,cyclone,,,,,
549,91.6,0.0,91.6,11,True,22.0,72,1.375,0,0,0,0,0.2239,landslide,,,,,
550,-196.28,0.0,-196.28,25,True,50.0,67,1.6,16,0,0,0,0.8167,combined,,,,,
551,93.83,0.0,93.83,21,True,42.0,79,1.267,0,0,0,0,0.0,traffic_jam,,,,,
552,97.42,0.0,97.42,11,True,22.0,74,0.917,0,0,0,0,0.1692,landslide,0.0007139700930565596,1.0832408726215363,1.0589595675468444,0.02,0.5211552113294602
553,-119.85,0.0,-119.85,100,False,,0,,0,0,0,0,0.3541,wildfire,,,,,
554,80.31,0.0,80.31,19,True,38.0,78,1.462,0,0,0,0,0.3568,flood,,,,,
555,82.66,0.0,82.66,13,True,26.0,68,1.0,0,0,0,0,0.397,earthquake,,,,,
556,-55.98,0.0,-55.98,100,False,,0,,0,7,0,7,0.0,road_blockage,,,,,
557,78.56,0.0,78.56,17,True,34.0,55,1.231,0,0,0,0,0.0616,traffic_jam,,,,,
558,75.39,0.0,75.39,74,True,148.0,50,5.417,0,0,0,0,0.0,landslide,,,,,
559,63.0,0.0,63.0,21,True,42.0,52,1.583,0,0,0,0,0.2123,cyclone,,,,,
560,57.12,0.0,57.12,57,True,114.0,62,6.625,0,0,0,0,0.0,traffic_jam,-0.00012843002914451063,1.1130106449127197,1.284111613035202,0.02,0.5306946605443954
561,-233.56,0.0,-233.56,100,False,,0,,6,4,0,4,0.2581,cyclone,,,,,
562,74.33,0.0,74.33,13,True,26.0,28,1.1,0,0,0,0,0.1626,tsunami,,,,,
563,-71.01,0.0,-71.01,100,False,,0,,0,5,0,5,0.0206,landslide,,,,,
564,56.1,0.0,56.1,17,True,34.0,41,1.214,0,0,0,0,0.5956,flood,,,,,
565,14.42,0.0,14.42,27,True,54.0,79,1.588,3,0,0,0,0.5183,cyclone,,,,,
566,-159.94,0.0,-159.94,100,False,,0,,2,7,0,7,0.2885,earthquake,,,,,
567,88.61,0.0,88.61,16,True,32.0,60,1.182,0,0,0,0,0.0678,road_blockage,,,,,
568,65.15,0.0,65.15,20,True,40.0,58,1.462,0,0,0,0,0.31,cyclone,-0.007417634467128664,0.7630378857254982,1.2125415444374084,0.02,0.3498504810035229
569,-68.89,0.0,-68.89,100,False,,0,,0,4,0,4,0.0069,road_blockage,,,,,
570,49.12,0.0,49.12,49,True,98.0,28,3.636,0,0,0,0,0.0232,traffic_jam,,,,,
571,93.2,0.0,93.2,24,True,48.0,65,1.375,0,0,0,0,0.2083,combined,,,,,
572,18.8,0.0,18.8,28,True,56.0,28,1.929,0,0,0,0,0.6323,tsunami,,,,,
573,13.25,0.0,13.25,20,True,40.0,21,1.267,3,0,0,0,0.1676,wildfire,,,,,
574,7.48,0.0,7.48,42,True,84.0,60,2.167,0,4,0,4,0.703,cyclone,,,,,
575,7.75,0.0,7.75,20,True,40.0,53,1.429,4,0,0,0,0.3423,combined,,,,,
576,40.16,0.0,40.16,19,True,38.0,76,1.118,3,0,0,0,0.2052,flood,-0.0034840478484208385,0.8345901171366373,1.2304055054982503,0.02,0.38920290072758995
577,87.67,0.0,87.67,25,True,50.0,76,1.643,0,0,0,0,0.0,landslide,,,,,
578,-140.64,0.0,-140.64,100,False,,0,,0,3,0,3,0.3928,landslide,,,,,
579,76.98,0.0,76.98,22,True,44.0,76,1.571,0,0,0,0,0.3556,earthquake,,,,,
580,73.92,0.0,73.92,19,True,38.0,65,1.417,0,0,0,0,0.3236,flood,,,,,
581,-103.1,0.0,-103.1,100,False,,0,,0,1,0,1,0.2082,earthquake,,,,,
582,-80.7,0.0,-80.7,100,False,,0,,0,6,0,6,0.0064,road_blockage,,,,,
583,90.77,0.0,90.77,15,True,30.0,35,1.182,0,0,0,0,0.0,landslide,,,,,
584,75.29,0.0,75.29,17,True,34.0,38,1.231,0,0,0,0,0.0591,tsunami,-0.0034000933141214774,0.646847827732563,1.2486224055290223,0.02,0.2950513675808907
585,64.73,0.0,64.73,15,True,30.0,67,1.5,1,0,0,0,0.0596,traffic_jam,,,,,
586,84.85,0.0,84.85,23,True,46.0,54,1.429,0,0,0,0,0.2817,tsunami,,,,,
587,67.05,0.0,67.05,29,True,58.0,61,2.083,0,0,0,0,0.1174,landslide,,,,,
588,59.57,0.0,59.57,13,True,26.0,30,1.0,0,0,0,0,0.4485,cyclone,,,,,
589,77.78,0.0,77.78,14,True,28.0,61,1.3,0,0,0,0,0.2622,combined,,,,,
590,85.15,0.0,85.15,20,True,40.0,57,1.286,0,0,0,0,0.0488,traffic_jam,,,,,
591,78.48,0.0,78.48,12,True,24.0,63,1.091,0,0,0,0,0.3396,landslide,,,,,
592,-92.29,0.0,-92.29,100,False,,0,,0,3,0,3,0.0,traffic_jam,0.001045228179282276,0.6707145512104035,1.2792292475700378,0.02,0.3108179152011871
593,79.26,0.0,79.26,21,True,42.0,75,1.583,0,0,0,0,0.0,traffic_jam,,,,,
594,79.54,0.0,79.54,23,True,46.0,36,1.235,0,0,0,0,0.0084,landslide,,,,,
595,93.08,0.0,93.08,19,True,38.0,79,1.059,0,0,0,0,0.2725,earthquake,,,,,
596,67.92,0.0,67.92,33,True,66.0,53,2.583,0,0,0,0,0.0,traffic_jam,,,,,
597,61.03,0.0,61.03,23,True,46.0,41,1.5,0,0,0,0,0.2481,flood,,,,,
598,10.28,0.0,10.28,42,True,84.0,80,3.9,4,0,0,0,0.2575,flood,,,,,
599,-202.32,0.0,-202.32,100,False,,0,,0,0,0,0,0.6785,wildfire,,,,,
600,80.32,0.0,80.32,28,True,56.0,53,1.769,0,0,0,0,0.2305,tsunami,-0.005467108613811433,0.5501035571098327,1.2178795417149861,0.02,0.24522707760334014
601,66.08,0.0,66.08,78,True,156.0,59,4.583,0,7,0,7,0.0,road_blockage,,,,,
602,78.04,0.0,78.04,15,True,30.0,80,1.5,0,0,0,0,0.2548,heavy_rain,,,,,
603,-123.48,0.0,-123.48,100,False,,0,,0,0,0,0,0.327,wildfire,,,,,
604,81.26,0.0,81.26,20,True,40.0,79,1.462,0,0,0,0,0.2539,flood,,,,,
605,80.06,0.0,80.06,10,True,20.0,69,0.909,0,0,0,0,0.4035,cyclone,,,,,
606,-148.65,0.0,-148.65,100,False,,0,,0,4,0,4,0.4525,wildfire,,,,,
607,-78.41,0.0,-78.41,100,False,,0,,0,6,0,6,0.0239,heavy_rain,,,,,
608,48.15,0.0,48.15,21,True,42.0,31,1.312,0,0,0,0,0.2817,cyclone,-0.004035233889590017,0.7706488698720932,1.3675753235816956,0.02,0.35393769592046737
609,79.68,0.0,79.68,12,True,24.0,48,1.0,0,0,0,0,0.1043,road_blockage,,,,,
610,78.72,0.0,78.72,22,True,44.0,54,1.429,0,0,0,0,0.0,road_blockage,,,,,
611,82.54,0.0,82.54,20,True,40.0,47,1.333,0,1,0,1,0.0,road_blockage,,,,,
612,62.83,0.0,62.83,16,True,32.0,29,1.333,0,0,0,0,0.2342,combined,,,,,
613,78.4,0.0,78.4,9,True,18.0,44,1.125,0,0,0,0,0.0749,landslide,,,,,
614,-86.4,0.0,-86.4,100,False,,0,,0,7,0,7,0.1067,heavy_rain,,,,,
615,80.89,0.0,80.89,14,True,28.0,48,1.0,0,0,0,0,0.0,traffic_jam,,,,,
616,-32.87,0.0,-32.87,19,True,38.0,23,1.417,6,0,0,0,0.4829,flood,-0.0011299720215902198,0.5014245331287384,1.3117798089981079,0.02,0.22334669679403304
617,91.04,0.0,91.04,32,True,64.0,74,2.0,0,0,0,0,0.043,road_blockage,,,,,
618,59.16,0.0,59.16,33,True,66.0,37,2.7,0,0,0,0,0.2933,earthquake,,,,,
619,65.02,0.0,65.02,16,True,32.0,46,1.143,1,0,0,0,0.1463,earthquake,,,,,
620,70.55,0.0,70.55,10,True,20.0,39,1.111,0,0,0,0,0.4543,combined,,,,,
621,9.4,0.0,9.4,50,True,100.0,34,4.091,0,0,0,0,0.4551,cyclone,,,,,
622,65.22,0.0,65.22,21,True,42.0,35,1.235,0,0,0,0,0.0,traffic_jam,,,,,
623,-81.08,0.0,-81.08,100,False,,0,,0,2,0,2,0.147,earthquake,,,,,
624,84.48,0.0,84.48,23,True,46.0,79,1.438,0,0,0,0,0.0727,tsunami,-0.0032840563372398416,0.8195656776428223,1.19251762231191,0.02,0.38264843622843425
625,66.27,0.0,66.27,14,True,28.0,27,1.077,0,0,0,0,0.1566,earthquake,,,,,
626,94.73,0.0,94.73,15,True,30.0,73,1.071,0,0,0,0,0.0039,tsunami,,,,,
627,-1265.74,0.0,-1265.74,100,False,,0,,70,3,0,3,0.793,wildfire,,,,,
628,67.47,0.0,67.47,11,True,22.0,30,0.917,0,0,0,0,0.2622,cyclone,,,,,
629,89.99,0.0,89.99,9,True,18.0,77,1.125,0,0,0,0,0.3563,heavy_rain,,,,,
630,62.87,0.0,62.87,11,True,22.0,25,1.111,0,0,0,0,0.2472,tsunami,,,,,
631,75.75,0.0,75.75,25,True,50.0,43,2.5,0,0,0,0,0.0,landslide,,,,,
632,-26.26,0.0,-26.26,60,True,120.0,58,5.778,4,0,0,0,0.3657,flood,-0.005510564043652267,0.5454945713281631,1.1871373534202576,0.02,0.24349397271871567
633,-111.34,0.0,-111.34,100,False,,0,,0,1,0,1,0.1852,earthquake,,,,,
634,-142.86,0.0,-142.86,100,False,,0,,0,1,0,1,0.4843,wildfire,,,,,
635,60.71,0.0,60.71,33,True,66.0,39,2.462,0,0,0,0,0.0,road_blockage,,,,,
636,-90.13,0.0,-90.13,100,False,,0,,0,4,0,4,0.0,traffic_jam,,,,,
637,32.98,0.0,32.98,66,True,132.0,60,4.917,0,0,0,0,0.3639,wildfire,,,,,
638,18.13,0.0,18.13,52,True,104.0,51,4.7,0,0,0,0,0.3903,cyclone,,,,,
639,24.41,0.0,24.41,31,True,62.0,76,2.333,3,0,0,0,0.2117,combined,,,,,
640,72.4,0.0,72.4,16,True,32.0,55,1.364,0,0,0,0,0.7702,combined,-0.006652678910177201,0.7004758656024933,1.2680252969264985,0.02,0.3182247459888458
641,37.42,0.0,37.42,53,True,106.0,23,4.889,0,0,0,0,0.0461,traffic_jam,,,,,
642,72.02,0.0,72.02,21,True,42.0,48,1.4,0,0,0,0,0.1037,earthquake,,,,,
643,-65.13,0.0,-65.13,100,False,,0,,0,2,0,2,0.0,road_blockage,,,,,
644,59.31,0.0,59.31,24,True,48.0,33,1.533,0,0,0,0,0.1042,heavy_rain,,,,,
645,45.43,0.0,45.43,16,True,32.0,41,1.25,2,0,0,0,0.2466,heavy_rain,,,,,
646,-73.5,0.0,-73.5,95,True,190.0,78,7.636,0,1,0,1,0.6816,cyclone,,,,,
647,-121.99,0.0,-121.99,100,False,,0,,0,8,0,8,0.3556,tsunami,,,,,
648,-146.21,0.0,-146.21,100,False,,0,,0,8,0,8,0.3618,tsunami,-0.002629822887320188,0.8770116955041886,1.4027397453784942,0.02,0.4078212305903435
649,-47.19,0.0,-47.19,23,True,46.0,56,0.667,8,0,0,0,0.3421,combined,,,,,
650,-91.8,0.0,-91.8,100,False,,0,,0,11,0,11,0.001,road_blockage,,,,,
651,64.65,0.0,64.65,20,True,40.0,44,1.583,0,0,0,0,0.1011,flood,,,,,
652,-128.52,0.0,-128.52,100,False,,0,,0,5,0,5,0.3627,wildfire,,,,,
653,66.99,0.0,66.99,33,True,66.0,35,2.077,0,0,0,0,0.0193,traffic_jam,,,,,
654,64.07,0.0,64.07,13,True,26.0,49,1.333,0,0,0,0,0.5939,combined,,,,,
655,81.36,0.0,81.36,11,True,22.0,55,0.917,0,0,0,0,0.0956,cyclone,,,,,
656,81.77,0.0,81.77,17,True,34.0,78,1.455,0,0,0,0,0.245,landslide,-0.0044490357094521945,0.5948768178621928,1.401481572786967,0.02,0.2649597426255544
657,59.93,0.0,59.93,21,True,42.0,34,1.583,0,0,0,0,0.2987,tsunami,,,,,
658,74.01,0.0,74.01,10,True,20.0,34,1.0,0,0,0,0,0.0902,traffic_jam,,,,,
659,80.9,0.0,80.9,17,True,34.0,56,1.333,0,0,0,0,0.0,road_blockage,,,,,
660,56.71,0.0,56.71,20,True,40.0,21,1.188,0,0,0,0,0.0,heavy_rain,,,,,
661,-177.98,0.0,-177.98,100,False,,0,,0,0,0,0,0.603,wildfire,,,,,
662,62.69,0.0,62.69,48,True,96.0,42,2.933,0,0,0,0,0.0069,traffic_jam,,,,,
663,44.31,0.0,44.31,34,True,68.0,23,2.133,0,0,0,0,0.2143,tsunami,,,,,
664,84.47,0.0,84.47,25,True,50.0,52,1.769,0,0,0,0,0.0315,landslide,-0.0036928056195999186,0.6928583979606628,1.3080941677093505,0.02,0.31657450695832573
665,75.82,0.0,75.82,15,True,30.0,67,1.364,0,0,0,0,0.6299,tsunami,,,,,
666,68.06,0.0,68.06,25,True,50.0,68,1.5,0,0,0,0,0.3262,combined,,,,,
667,68.7,0.0,68.7,16,True,32.0,44,1.0,0,0,0,0,0.3778,combined,,,,,
668,25.96,0.0,25.96,71,True,142.0,79,5.25,0,0,0,0,0.3619,flood,,,,,
669,-254.76,0.0,-254.76,100,False,,0,,0,3,0,3,0.8945,cyclone,,,,,
670,76.65,0.0,76.65,21,True,42.0,48,1.727,0,0,0,0,0.0,landslide,,,,,
671,74.93,0.0,74.93,17,True,34.0,43,1.231,0,0,0,0,0.1084,flood,,,,,
672,61.62,0.0,61.62,19,True,38.0,32,1.385,0,0,0,0,0.1844,combined,-0.007530837019051735,0.6204916596412658,1.3063571055730183,0.02,0.2765878518422445
673,70.25,0.0,70.25,26,True,52.0,38,1.636,0,0,0,0,0.0886,heavy_rain,,,,,
674,70.13,0.0,70.13,16,True,32.0,71,1.333,1,0,0,0,0.2046,flood,,,,,
675,90.87,0.0,90.87,12,True,24.0,58,1.111,0,0,0,0,0.0,road_blockage,,,,,
676,64.68,0.0,64.68,19,True,38.0,24,1.231,0,0,0,0,0.0502,road_blockage,,,,,
677,77.77,0.0,77.77,14,True,28.0,69,1.091,0,0,0,0,0.5106,flood,,,,,
678,53.46,0.0,53.46,31,True,62.0,40,2.25,0,0,0,0,0.1489,wildfire,,,,,
679,89.85,0.0,89.85,16,True,32.0,69,1.071,0,0,0,0,0.0642,heavy_rain,,,,,
680,65.8,0.0,65.8,14,True,28.0,34,1.0,0,0,0,0,0.362,combined,-0.0005840010882820934,0.9484624564647675,1.296666395664215,0.02,0.44771389961242675
681,74.32,0.0,74.32,22,True,44.0,69,1.583,0,0,0,0,0.0109,traffic_jam,,,,,
682,58.18,0.0,58.18,39,True,78.0,60,2.615,0,0,0,0,0.0,traffic_jam,,,,,
683,74.92,0.0,74.92,12,True,24.0,62,1.0,1,0,0,0,0.0375,landslide,,,,,
684,53.8,0.0,53.8,20,True,40.0,66,1.667,0,0,0,0,0.8374,flood,,,,,
685,77.12,0.0,77.12,12,True,24.0,72,0.909,1,0,0,0,0.2194,wildfire,,,,,
686,11.94,0.0,11.94,39,True,78.0,60,3.556,2,0,0,0,0.3518,tsunami,,,,,
687,92.55,0.0,92.55,14,True,28.0,70,1.077,0,0,0,0,0.1841,landslide,,,,,
688,66.21,0.0,66.21,35,True,70.0,60,2.7,0,1,0,1,0.0922,earthquake,-0.00038314756529871373,1.0317425191402436,1.3371498942375184,0.02,0.48874512016773225
689,-131.6,0.0,-131.6,100,False,,0,,0,3,0,3,0.2256,cyclone,,,,,
690,46.99,0.0,46.99,31,True,62.0,20,1.929,0,1,0,1,0.0,traffic_jam,,,,,
691,71.85,0.0,71.85,15,True,30.0,77,1.4,1,0,0,0,0.1187,landslide,,,,,
692,80.82,0.0,80.82,16,True,32.0,55,1.6,0,0,0,0,0.106,landslide,,,,,
693,71.46,0.0,71.46,24,True,48.0,48,1.571,0,0,0,0,0.0,road_blockage,,,,,
694,76.69,0.0,76.69,16,True,32.0,64,1.077,0,0,0,0,0.1398,heavy_rain,,,,,
695,39.67,0.0,39.67,16,True,32.0,27,1.556,0,0,0,0,0.4975,cyclone,,,,,
696,82.14,0.0,82.14,22,True,44.0,67,1.833,0,0,0,0,0.0556,road_blockage,-0.0011617171941907146,0.5252110332250595,1.426583218574524,0.02,0.232912141084671
697,-1035.58,0.0,-1035.58,100,False,,0,,53,1,0,1,0.819,cyclone,,,,,
698,63.42,0.0,63.42,41,True,82.0,23,2.9,0,1,0,1,0.0,road_blockage,,,,,
699,63.11,0.0,63.11,15,True,30.0,29,1.167,0,0,0,0,0.0161,heavy_rain,,,,,
700,81.52,0.0,81.52,35,True,70.0,40,2.0,0,0,0,0,0.0144,landslide,,,,,
701,-555.82,0.0,-555.82,100,False,,0,,27,0,0,0,0.4949,earthquake,,,,,
702,83.23,0.0,83.23,17,True,34.0,36,0.933,0,0,0,0,0.0,traffic_jam,,,,,
703,-217.18,0.0,-217.18,100,False,,0,,0,5,0,5,0.7499,cyclone,,,,,
704,58.83,0.0,58.83,18,True,36.0,27,1.5,0,0,0,0,0.3567,wildfire,1.4362396905198694e-05,0.5679399341344833,1.3838830947875977,0.02,0.2563066676259041
705,37.28,0.0,37.28,50,True,100.0,27,4.0,0,0,0,0,0.0591,heavy_rain,,,,,
706,86.38,0.0,86.38,11,True,22.0,60,0.917,0,0,0,0,0.2881,wildfire,,,,,
707,82.61,0.0,82.61,34,True,68.0,64,2.333,0,0,0,0,0.046,tsunami,,,,,
708,26.64,0.0,26.64,21,True,42.0,75,1.727,3,0,0,0,0.3849,combined,,,,,
709,-38.03,0.0,-38.03,26,True,52.0,46,1.471,7,0,0,0,0.2256,earthquake,,,,,
710,66.6,0.0,66.6,12,True,24.0,23,1.2,0,0,0,0,0.0797,tsunami,,,,,
711,-667.33,0.0,-667.33,100,False,,0,,33,3,0,3,0.5899,flood,,,,,
712,86.8,0.0,86.8,13,True,26.0,79,1.083,0,0,0,0,0.1625,heavy_rain,-0.005699612805619836,0.43409539461135865,1.372377332051595,0.02,0.1839005378385385
713,77.97,0.0,77.97,28,True,56.0,60,1.923,0,0,0,0,0.1264,cyclone,,,,,
714,61.99,0.0,61.99,23,True,46.0,27,1.385,0,0,0,0,0.0148,road_blockage,,,,,
715,64.27,0.0,64.27,26,True,52.0,38,2.0,0,0,0,0,0.0466,wildfire,,,,,
716,21.51,0.0,21.51,16,True,32.0,59,1.143,3,0,0,0,0.5729,combined,,,,,
717,80.56,0.0,80.56,16,True,32.0,46,0.933,0,0,0,0,0.0,traffic_jam,,,,,
718,66.43,0.0,66.43,7,True,14.0,24,1.167,0,0,0,0,0.2787,combined,,,,,
719,73.44,0.0,73.44,16,True,32.0,46,1.083,0,0,0,0,0.0418,traffic_jam,,,,,
720,75.94,0.0,75.94,37,True,74.0,51,2.231,0,0,0,0,0.0269,traffic_jam,-0.003602287289686501,1.1890188813209535,1.2930885314941407,0.02,0.5650453746318818
721,56.74,0.0,56.74,31,True,62.0,31,2.25,0,0,0,0,0.1636,flood,,,,,
722,-385.79,0.0,-385.79,100,False,,0,,12,5,0,5,0.5469,cyclone,,,,,
723,83.6,0.0,83.6,12,True,24.0,68,1.091,0,0,0,0,0.3152,cyclone,,,,,
724,-1.98,0.0,-1.98,30,True,60.0,27,1.688,3,0,0,0,0.1399,traffic_jam,,,,,
725,69.15,0.0,69.15,30,True,60.0,32,1.667,0,1,0,1,0.0763,wildfire,,,,,
726,53.43,0.0,53.43,24,True,48.0,22,1.75,0,0,0,0,0.0565,earthquake,,,,,
727,66.12,0.0,66.12,25,True,50.0,55,1.643,0,0,0,0,0.0595,heavy_rain,,,,,
728,90.67,0.0,90.67,15,True,30.0,67,0.933,0,0,0,0,0.0,heavy_rain,-0.0013809682490924994,0.40813550154368083,1.2732880592346192,0.02,0.1772210250298182
729,78.7,0.0,78.7,20,True,40.0,63,1.5,1,0,0,0,0.1057,earthquake,,,,,
730,19.76,0.0,19.76,19,True,38.0,45,1.062,4,0,0,0,0.1401,landslide,,,,,
731,-72.46,0.0,-72.46,18,True,36.0,32,1.214,8,0,0,0,0.7083,tsunami,,,,,
732,60.53,0.0,60.53,33,True,66.0,44,2.7,0,0,0,0,0.0564,tsunami,,,,,
733,75.09,0.0,75.09,15,True,30.0,39,1.0,0,0,0,0,0.0,traffic_jam,,,,,
734,23.09,0.0,23.09,34,True,68.0,49,1.867,0,0,0,0,0.619,cyclone,,,,,
735,-109.75,0.0,-109.75,100,False,,0,,0,7,0,7,0.0116,road_blockage,,,,,
736,83.95,0.0,83.95,23,True,46.0,68,1.909,0,0,0,0,0.0551,tsunami,-0.000978764945951601,0.7325720250606537,1.309958545366923,0.02,0.33910807172457375
737,61.56,0.0,61.56,10,True,20.0,22,0.909,0,0,0,0,0.2189,combined,,,,,
738,65.95,0.0,65.95,23,True,46.0,37,1.429,0,0,0,0,0.0536,heavy_rain,,,,,
739,43.79,0.0,43.79,9,True,18.0,70,0.233,3,0,0,0,0.4894,earthquake,,,,,
740,-92.8,0.0,-92.8,100,False,,0,,0,2,0,2,0.0095,traffic_jam,,,,,
741,-60.97,0.0,-60.97,100,False,,0,,0,5,0,5,0.0252,landslide,,,,,
742,66.79,0.0,66.79,14,True,28.0,80,1.167,2,0,0,0,0.0983,road_blockage,,,,,
743,78.47,0.0,78.47,31,True,62.0,76,2.25,0,0,0,0,0.066,heavy_rain,,,,,
744,92.52,0.0,92.52,17,True,34.0,69,1.231,0,0,0,0,0.1678,flood,-0.001865237412857823,0.6677282134691874,1.3317845662434895,0.02,0.30536318123340606
745,78.05,0.0,78.05,23,True,46.0,80,1.917,0,0,0,0,0.3901,flood,,,,,
746,90.14,0.0,90.14,11,True,22.0,67,0.9,0,0,0,0,0.2157,flood,,,,,
747,63.94,0.0,63.94,14,True,28.0,35,1.167,0,0,0,0,0.4073,heavy_rain,,,,,
748,93.93,0.0,93.93,15,True,30.0,78,0.938,0,0,0,0,0.1329,earthquake,,,,,
749,25.09,0.0,25.09,27,True,54.0,67,1.438,3,0,0,0,0.388,cyclone,,,,,
750,80.08,0.0,80.08,19,True,38.0,45,1.143,0,0,0,0,0.0272,earthquake,,,,,
751,68.29,0.0,68.29,14,True,28.0,20,0.917,0,0,0,0,0.3111,tsunami,,,,,
752,-288.66,0.0,-288.66,100,False,,0,,5,2,0,2,0.7799,combined,-0.0030110560634057037,0.4881444901227951,1.2094276189804076,0.02,0.2168726369738579
753,87.48,0.0,87.48,11,True,22.0,67,1.111,0,0,0,0,0.1587,landslide,,,,,
754,82.37,0.0,82.37,12,True,24.0,60,1.0,0,0,0,0,0.0,traffic_jam,,,,,
755,85.31,0.0,85.31,25,True,50.0,61,1.4,0,0,0,0,0.0016,combined,,,,,
756,47.43,0.0,47.43,21,True,42.0,41,1.118,1,0,0,0,0.2791,combined,,,,,
757,80.35,0.0,80.35,11,True,22.0,59,1.1,0,0,0,0,0.2102,earthquake,,,,,
758,73.91,0.0,73.91,16,True,32.0,28,1.0,0,0,0,0,0.0002,heavy_rain,,,,,
759,-6.69,0.0,-6.69,91,True,182.0,75,6.364,2,0,0,0,0.2143,wildfire,,,,,
760,-153.12,0.0,-153.12,100,False,,0,,0,2,0,2,0.3357,cyclone,-0.003038371354341507,0.5937107324600219,1.2955920457839967,0.02,0.2679051528374354
761,58.35,0.0,58.35,14,True,28.0,44,1.077,0,0,0,0,0.6973,cyclone,,,,,
762,76.59,0.0,76.59,63,True,126.0,60,6.429,0,0,0,0,0.0,road_blockage,,,,,
763,73.58,0.0,73.58,15,True,30.0,49,1.273,0,0,0,0,0.1729,combined,,,,,
