episode,reward,steps,success,response_time_s,rescued,route_efficiency,hard_violations,wasted_actions,blocked_attempts,failed_actions,mean_risk,disaster,mean_loss,epsilon,gradient_steps
629,-26.08,100,False,,0,,0,0,0,0,0.0,heavy_rain,159.4975,0.05,25
630,-87.07,100,False,,0,,0,0,0,0,0.1834,tsunami,167.0204,0.05,25
631,-21.37,100,False,,0,,0,1,0,1,0.0,landslide,170.7567,0.05,25
632,-43.38,100,False,,0,,0,0,0,0,0.084,flood,164.4972,0.05,25
633,-134.04,100,False,,0,,0,8,0,8,0.3885,earthquake,166.5423,0.05,25
634,-140.61,100,False,,0,,0,12,0,12,0.4541,wildfire,163.9166,0.05,25
635,-19.29,100,False,,0,,0,2,0,2,0.0,road_blockage,163.6615,0.05,25
636,-20.17,100,False,,0,,0,0,0,0,0.0,traffic_jam,154.6321,0.05,25
637,-172.55,100,False,,0,,0,0,0,0,0.6221,wildfire,167.413,0.05,25
638,-90.06,100,False,,0,,0,0,0,0,0.2841,cyclone,168.9943,0.05,25
639,-42.95,100,False,,0,,0,0,0,0,0.0804,combined,152.9944,0.05,25
640,-258.62,100,False,,0,,0,42,0,42,0.7438,combined,173.4487,0.05,25
641,-16.49,100,False,,0,,0,0,0,0,0.0,traffic_jam,167.0795,0.05,25
642,-57.93,100,False,,0,,0,0,0,0,0.1906,earthquake,160.0973,0.05,25
643,-37.48,100,False,,0,,0,0,0,0,0.0,road_blockage,155.0955,0.05,25
644,-54.94,100,False,,0,,0,0,0,0,0.0924,heavy_rain,165.5417,0.05,25
645,-22.65,100,False,,0,,0,1,0,1,0.004,heavy_rain,160.8905,0.05,25
646,-136.14,100,False,,0,,0,0,0,0,0.4371,cyclone,167.7156,0.05,25
647,-160.56,100,False,,0,,0,40,0,40,0.3006,tsunami,158.9258,0.05,25
648,-187.5,100,False,,0,,0,46,0,46,0.3605,tsunami,160.167,0.05,25
649,-175.25,100,False,,0,,5,1,0,1,0.3176,combined,159.5924,0.05,25
650,-49.53,100,False,,0,,0,1,0,1,0.001,road_blockage,163.2374,0.05,25
651,-100.28,100,False,,0,,0,0,0,0,0.3468,flood,169.4254,0.05,25
652,-117.21,100,False,,0,,0,1,0,1,0.3603,wildfire,171.169,0.05,25
653,-33.04,100,False,,0,,0,0,0,0,0.0,traffic_jam,168.2446,0.05,25
654,-380.68,100,False,,0,,19,1,0,1,0.334,combined,156.1363,0.05,25
655,-91.37,100,False,,0,,0,3,0,3,0.2164,cyclone,168.0071,0.05,25
656,-44.26,100,False,,0,,0,1,0,1,0.0624,landslide,170.0222,0.05,25
657,-128.97,100,False,,0,,0,7,0,7,0.286,tsunami,156.7331,0.05,25
658,-29.99,100,False,,0,,0,0,0,0,0.0,traffic_jam,162.4689,0.05,25
659,-27.65,100,False,,0,,0,0,0,0,0.0,road_blockage,163.3101,0.05,25
660,-21.58,100,False,,0,,0,0,0,0,0.0401,heavy_rain,175.5717,0.05,25
661,-149.01,100,False,,0,,0,5,0,5,0.5323,wildfire,171.2557,0.05,25
662,-20.82,100,False,,0,,0,0,0,0,0.0,traffic_jam,165.4877,0.05,25
663,-98.36,100,False,,0,,0,0,0,0,0.2307,tsunami,152.8278,0.05,25
664,-18.64,100,False,,0,,0,0,0,0,0.0,landslide,167.7224,0.05,25
665,-226.39,100,False,,0,,0,0,0,0,0.7684,tsunami,155.5191,0.05,25
666,-64.94,100,False,,0,,0,0,0,0,0.1966,combined,165.5954,0.05,25
667,-105.0,100,False,,0,,0,0,0,0,0.4222,combined,165.7265,0.05,25
668,-69.58,100,False,,0,,0,0,0,0,0.1695,flood,170.5722,0.05,25
669,-223.68,100,False,,0,,0,36,0,36,0.6172,cyclone,157.6342,0.05,25
670,-32.27,100,False,,0,,0,0,0,0,0.046,landslide,167.4262,0.05,25
671,-30.68,100,False,,0,,0,0,0,0,0.0309,flood,182.4452,0.05,25
672,-40.02,100,False,,0,,0,0,0,0,0.1117,combined,173.8303,0.05,25
673,-49.38,100,False,,0,,0,0,0,0,0.1236,heavy_rain,180.7923,0.05,25
674,-553.59,100,False,,0,,33,0,0,0,0.1586,flood,170.8306,0.05,25
675,-29.38,100,False,,0,,0,0,0,0,0.0,road_blockage,173.1943,0.05,25
676,-20.85,100,False,,0,,0,1,0,1,0.0,road_blockage,170.6069,0.05,25
677,-232.99,100,False,,0,,11,0,0,0,0.1979,flood,172.5893,0.05,25
678,-122.68,100,False,,0,,1,2,0,2,0.4146,wildfire,167.206,0.05,25
679,-31.48,100,False,,0,,0,0,0,0,0.0358,heavy_rain,167.1205,0.05,25
680,-198.64,100,False,,0,,0,0,0,0,0.7574,combined,182.6347,0.05,25
681,-36.28,100,False,,0,,0,0,0,0,0.0,traffic_jam,180.2127,0.05,25
682,-29.06,100,False,,0,,0,0,0,0,0.0,traffic_jam,177.848,0.05,25
683,-23.37,100,False,,0,,0,2,0,2,0.009,landslide,170.482,0.05,25
684,-59.89,100,False,,0,,0,0,0,0,0.1789,flood,169.6407,0.05,25
685,-368.03,100,False,,0,,17,1,0,1,0.4399,wildfire,174.4982,0.05,25
686,-754.55,100,False,,0,,41,0,0,0,0.4459,tsunami,167.3332,0.05,25
687,-24.7,100,False,,0,,0,0,0,0,0.0,landslide,172.1623,0.05,25
688,-53.05,100,False,,0,,0,0,0,0,0.1214,earthquake,170.5794,0.05,25
689,-62.95,100,False,,0,,0,0,0,0,0.1995,cyclone,171.3182,0.05,25
690,-20.47,100,False,,0,,0,2,0,2,0.0,traffic_jam,177.1311,0.05,25
691,-28.53,100,False,,0,,0,1,0,1,0.0026,landslide,183.612,0.05,25
692,-24.54,100,False,,0,,0,0,0,0,0.0,landslide,184.4842,0.05,25
693,-16.95,100,False,,0,,0,0,0,0,0.0,road_blockage,173.3471,0.05,25
694,-21.16,100,False,,0,,0,0,0,0,0.0,heavy_rain,163.4196,0.05,25
695,-69.41,100,False,,0,,0,1,0,1,0.1987,cyclone,176.8671,0.05,25
696,-28.88,100,False,,0,,0,0,0,0,0.0,road_blockage,181.2348,0.05,25
697,-174.11,100,False,,0,,0,1,0,1,0.5951,cyclone,179.123,0.05,25
698,-10.34,100,False,,0,,0,0,0,0,0.0004,road_blockage,174.6728,0.05,25
699,-175.2,100,False,,0,,0,1,0,1,0.541,heavy_rain,169.1736,0.05,25
700,-19.29,100,False,,0,,0,0,0,0,0.0,landslide,169.6698,0.05,25
701,-51.49,100,False,,0,,0,1,0,1,0.1344,earthquake,167.7297,0.05,25
702,-26.84,100,False,,0,,0,0,0,0,0.0045,traffic_jam,173.6231,0.05,25
703,-160.46,100,False,,0,,0,2,0,2,0.6059,cyclone,185.3413,0.05,25
704,-23.57,90,True,180.0,33,3.833,0,1,0,1,0.4905,wildfire,174.9487,0.05,22
705,-28.7,100,False,,0,,0,0,0,0,0.0217,heavy_rain,178.623,0.05,25
706,-93.84,100,False,,0,,0,1,0,1,0.3313,wildfire,177.3931,0.05,25
707,-208.07,100,False,,0,,0,2,0,2,0.6168,tsunami,177.0265,0.05,25
708,-89.19,100,False,,0,,0,0,0,0,0.2681,combined,173.4695,0.05,25
709,-136.64,100,False,,0,,0,2,0,2,0.4792,earthquake,179.5315,0.05,25
710,-53.3,100,False,,0,,0,0,0,0,0.1205,tsunami,180.7686,0.05,25
711,-835.67,100,False,,0,,44,28,0,28,0.4805,flood,184.4635,0.05,25
712,-48.24,100,False,,0,,0,0,0,0,0.0822,heavy_rain,181.1534,0.05,25
713,-125.29,100,False,,0,,0,0,0,0,0.3881,cyclone,181.3648,0.05,25
714,-10.23,100,False,,0,,0,0,0,0,0.0,road_blockage,181.0375,0.05,25
715,-42.72,100,False,,0,,0,0,0,0,0.1176,wildfire,184.8119,0.05,25
716,-339.31,100,False,,0,,12,0,0,0,0.593,combined,180.5817,0.05,25
717,-24.34,100,False,,0,,0,0,0,0,0.0046,traffic_jam,183.1923,0.05,25
718,-267.11,100,False,,0,,7,2,0,2,0.5529,combined,175.9119,0.05,25
719,-24.27,100,False,,0,,0,0,0,0,0.0,traffic_jam,186.2652,0.05,25
720,-24.85,100,False,,0,,0,3,0,3,0.0,traffic_jam,181.4051,0.05,25
721,-96.77,100,False,,0,,0,0,0,0,0.345,flood,182.2793,0.05,25
722,-664.89,100,False,,0,,33,20,0,20,0.4431,cyclone,180.9765,0.05,25
723,-108.51,100,False,,0,,0,0,0,0,0.3603,cyclone,180.1519,0.05,25
724,-13.45,100,False,,0,,0,0,0,0,0.0,traffic_jam,179.1477,0.05,25
725,-345.75,100,False,,0,,19,0,0,0,0.2088,wildfire,181.533,0.05,25
726,-31.06,100,False,,0,,0,0,0,0,0.084,earthquake,174.8048,0.05,25
727,-21.7,100,False,,0,,0,0,0,0,0.0,heavy_rain,191.6494,0.05,25
728,-21.87,100,False,,0,,0,0,0,0,0.0,heavy_rain,176.3814,0.05,25
729,-50.38,100,False,,0,,0,0,0,0,0.1147,earthquake,187.9963,0.05,25
730,-17.7,100,False,,0,,0,0,0,0,0.0,landslide,194.9847,0.05,25
731,-63.5,100,False,,0,,0,0,0,0,0.1913,tsunami,187.9552,0.05,25
732,-152.84,100,False,,0,,0,0,0,0,0.424,tsunami,190.4225,0.05,25
733,-26.27,100,False,,0,,0,0,0,0,0.0,traffic_jam,188.0371,0.05,25
734,-175.78,100,False,,0,,0,1,0,1,0.5547,cyclone,186.0852,0.05,25
735,-41.23,100,False,,0,,0,0,0,0,0.0,road_blockage,182.2468,0.05,25
736,-99.25,100,False,,0,,0,2,0,2,0.1977,tsunami,196.6783,0.05,25
737,-31.85,100,False,,0,,0,0,0,0,0.0844,combined,188.6081,0.05,25
738,-37.74,100,False,,0,,0,0,0,0,0.0817,heavy_rain,189.763,0.05,25
739,-278.64,100,False,,0,,14,0,0,0,0.2122,earthquake,197.655,0.05,25
740,-32.47,100,False,,0,,0,0,0,0,0.0193,traffic_jam,190.5353,0.05,25
741,-23.34,100,False,,0,,0,0,0,0,0.0005,landslide,195.5164,0.05,25
742,-31.78,100,False,,0,,0,0,0,0,0.0048,road_blockage,194.7436,0.05,25
743,-70.63,100,False,,0,,0,0,0,0,0.1597,heavy_rain,184.3688,0.05,25
744,-33.5,100,False,,0,,0,0,0,0,0.0313,flood,189.7127,0.05,25
745,-105.08,100,False,,0,,0,1,0,1,0.335,flood,182.0223,0.05,25
746,-160.72,100,False,,0,,0,16,0,16,0.4257,flood,190.6312,0.05,25
747,-42.2,100,False,,0,,0,0,0,0,0.0943,heavy_rain,166.1901,0.05,25
748,-90.64,100,False,,0,,0,0,0,0,0.2808,earthquake,190.3774,0.05,25
749,-100.69,100,False,,0,,0,4,0,4,0.3643,cyclone,196.0599,0.05,25
750,-76.1,100,False,,0,,0,10,0,10,0.1972,earthquake,186.945,0.05,25
751,-16.72,100,True,200.0,38,4.167,0,0,0,0,0.3654,tsunami,186.8797,0.05,25
752,-469.71,100,False,,0,,20,0,0,0,0.6522,combined,187.948,0.05,25
753,-28.59,100,False,,0,,0,0,0,0,0.014,landslide,178.7264,0.05,25
754,-24.62,100,False,,0,,0,0,0,0,0.0,traffic_jam,188.2679,0.05,25
755,-55.69,100,False,,0,,0,0,0,0,0.179,combined,186.9218,0.05,25
756,-80.52,100,False,,0,,0,0,0,0,0.2518,combined,199.6356,0.05,25
757,-125.48,100,False,,0,,3,0,0,0,0.2619,earthquake,185.6284,0.05,25
758,-21.53,100,False,,0,,0,0,0,0,0.0,heavy_rain,190.1766,0.05,25
759,-86.33,100,False,,0,,0,0,0,0,0.2605,wildfire,196.3843,0.05,25
760,-42.42,100,False,,0,,0,0,0,0,0.0697,cyclone,187.8729,0.05,25
761,-145.08,100,False,,0,,0,0,0,0,0.453,cyclone,185.3519,0.05,25
762,-21.37,100,False,,0,,0,0,0,0,0.0,road_blockage,186.6173,0.05,25
763,-865.06,100,False,,0,,47,0,0,0,0.628,combined,188.9591,0.05,25
764,-26.36,100,False,,0,,0,0,0,0,0.0267,heavy_rain,196.3619,0.05,25
765,-23.99,100,False,,0,,0,0,0,0,0.0,landslide,185.1457,0.05,25
766,-59.9,100,False,,0,,0,0,0,0,0.1319,heavy_rain,191.2271,0.05,25
767,-59.85,100,False,,0,,0,0,0,0,0.1587,cyclone,182.4588,0.05,25
768,-209.21,100,False,,0,,10,0,0,0,0.1885,flood,176.0339,0.05,25
769,-147.43,100,False,,0,,0,0,0,0,0.4983,earthquake,185.8086,0.05,25
770,-56.82,100,False,,0,,0,0,0,0,0.1488,landslide,196.2582,0.05,25
771,-19.83,100,False,,0,,0,0,0,0,0.0,landslide,195.9597,0.05,25
772,-29.88,100,False,,0,,0,2,0,2,0.0,heavy_rain,180.9178,0.05,25
773,-1046.8,100,False,,0,,63,1,0,1,0.3446,tsunami,192.7473,0.05,25
774,-15.34,100,False,,0,,0,0,0,0,0.0,traffic_jam,195.7962,0.05,25
775,-95.27,100,False,,0,,0,2,0,2,0.2606,cyclone,187.2976,0.05,25
776,-47.82,100,False,,0,,0,0,0,0,0.0961,tsunami,194.2902,0.05,25
777,-28.77,100,False,,0,,0,0,0,0,0.0161,earthquake,192.9011,0.05,25
778,-19.47,100,False,,0,,0,0,0,0,0.0,traffic_jam,190.5143,0.05,25
779,-15.59,100,False,,0,,0,0,0,0,0.0,road_blockage,200.0084,0.05,25
780,-709.83,100,False,,0,,38,0,0,0,0.4358,earthquake,200.419,0.05,25
781,-761.3,100,False,,0,,43,0,0,0,0.2813,tsunami,194.8704,0.05,25
782,-27.5,100,False,,0,,0,2,0,2,0.0054,road_blockage,201.0321,0.05,25
783,-47.43,100,False,,0,,0,1,0,1,0.1023,tsunami,181.9203,0.05,25
784,-21.0,100,False,,0,,0,0,0,0,0.0,landslide,183.4608,0.05,25
785,-117.06,100,False,,0,,3,0,0,0,0.1976,earthquake,188.4336,0.05,25
786,-132.08,100,False,,0,,0,0,0,0,0.5005,flood,189.8553,0.05,25
787,-24.22,100,False,,0,,0,0,0,0,0.0169,landslide,190.3879,0.05,25
788,-683.31,100,False,,0,,36,0,0,0,0.3752,cyclone,191.6484,0.05,25
789,-27.17,100,False,,0,,0,2,0,2,0.0014,landslide,194.2206,0.05,25
790,-161.59,100,False,,0,,0,6,0,6,0.5091,combined,202.7229,0.05,25
791,-22.32,100,False,,0,,0,0,0,0,0.0041,landslide,199.8298,0.05,25
792,-215.77,100,False,,0,,0,4,0,4,0.7389,wildfire,193.1386,0.05,25
793,-91.78,100,False,,0,,0,0,0,0,0.277,wildfire,203.0994,0.05,25
794,-21.24,100,False,,0,,0,0,0,0,0.0,traffic_jam,205.8786,0.05,25
795,-28.27,100,False,,0,,0,0,0,0,0.0002,heavy_rain,198.8038,0.05,25
796,-71.11,64,True,128.0,33,1.455,8,0,0,0,0.2454,combined,201.4069,0.05,16
797,-12.95,100,False,,0,,0,0,0,0,0.0,heavy_rain,205.3611,0.05,25
798,-97.7,100,False,,0,,0,0,0,0,0.3381,tsunami,199.0501,0.05,25
799,-32.83,100,False,,0,,0,0,0,0,0.0415,earthquake,194.7701,0.05,25
800,-59.68,100,False,,0,,0,0,0,0,0.1299,earthquake,193.976,0.05,25
